code,name,title,filename,fy,q,custom_id,position,link
AFGU.OL,Af Gruppen ASA,ANNUAL REPORT 2022 ,AFGU.OL_FY2022_ANNUAL REPORT.pdf,2022,Af Gruppen ASA ANNUAL REPORT 2023  filetype:pdf,2990,1.0,https://afgruppen.se/globalassets/investor-engelsk/quarterly-reports/quarterly-report-af-gruppen-q4-2023.pdf
ALPA4.SA,Alpargatas SA,Alpargatas Annual Sustainability Report ,ALPA4.SA_FY2022_Sustainability Report.pdf,2022,Alpargatas SA Alpargatas Annual Sustainability Report 2023  filetype:pdf,2991,1.0,https://relatorio-sustentabilidade.alpargatas.com/pdf/Alpargatas_RAS_2021_ENG.pdf
TNK.N,Teekay Tankers Ltd,TEEKAY GROUP | Sustainability Report ,TNK.N_FY2022_Sustainability Report.pdf,2022,Teekay Tankers Ltd TEEKAY GROUP | Sustainability Report 2023  filetype:pdf,2992,1.0,https://www.teekay.com/wp-content/uploads/2024/03/2023-Sustainability-Report.pdf
TKIM.JK,Pabrik Kertas Tjiwi Kimia Tbk PT,Laporan Keberlanjutan 2022 ,TKIM.JK_FY2022_Sustainability Report.pdf,2022,Pabrik Kertas Tjiwi Kimia Tbk PT Laporan Keberlanjutan 2023  filetype:pdf,2993,1.0,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202404/5227ff8b9d_41729d5346.pdf
9072.T,Nikkon Holdings Co Ltd,ESGデータ ,9072.T_FY2022_matrix.pdf,2022,Nikkon Holdings Co Ltd ESGデータ 2023  filetype:pdf,2994,1.0,https://www.nikkon-hd.co.jp/assets/images/sustainability/integratedreport/integratedreport_2023_en.pdf
LASITEB1.MX,Sitios Latinoamerica SAB de CV,SITES: KEY FIGURES 2022 ,LASITEB1.MX_FY2022_Sustainibility Report 2022.pdf,2022,Sitios Latinoamerica SAB de CV SITES: KEY FIGURES 2023  filetype:pdf,2995,1.0,https://siteslatam.com/pdf/SITES-reporte-trimestral-2T23-Eng.pdf
SRS.MI,Saras SpA,SARAS 2022 SUSTAINABILITY REPORT ,SRS.MI_FY2022_SUSTAINABILITY REPORT.pdf,2022,Saras SpA SARAS  SUSTAINABILITY REPORT 2023  filetype:pdf,2996,1.0,https://www.saras.it/sites/default/files/in_page/saras-sustainability-report-2023---highlights-and-main-kpis--1-.pdf
047040.KS,Daewoo Engineering & Construction Co Ltd,2023 Daewoo E&C Sustainability Report ,047040.KS_FY2022_2023 SUSTAINABILITY REPORT.pdf,2022,Daewoo Engineering & Construction Co Ltd Daewoo E&C Sustainability Report 2024  filetype:pdf,2997,1.0,https://m.daewooenc.com/Resources/ENG/file/contribution/2022_daewooenc_SR_en.pdf
LNN.N,Lindsay Corp,"ENVIRONMENTAL, SOCIAL & GOVERNANCE REPORT ","LNN.N_FY2022_ENVIRONMENTAL, SOCIAL & GOVERNANCE REPORT.pdf",2022,"Lindsay Corp ENVIRONMENTAL, SOCIAL & GOVERNANCE REPORT 2023  filetype:pdf",2998,1.0,https://d2ghdaxqb194v2.cloudfront.net/1278/192343.pdf
000150.KS,Doosan Corp,2022 Doosan Corporation ESG Report ,000150.KS_FY2022_ESG REPORT.pdf,2022,Doosan Corp Doosan Corporation ESG Report 2023  filetype:pdf,2999,1.0,https://www.doosanenerbility.com/heavy_file/management/data/overview_result/report/2023_report_en.pdf
IDIA.S,Idorsia Ltd,ANNUAL REPORT20 22 ,IDIA.S_FY2022_Business Report 2022.pdf,2022,Idorsia Ltd ANNUAL REPORT20 2023  filetype:pdf,3000,1.0,https://www.mhlw.go.jp/content/11120000/001114232.pdf
002380.KS,KCC Corp,KCC 2022/23 SUSTAINABILITY REPORT ,002380.KS_FY2022_SUSTAINABILITY REPORT.pdf,2022,KCC Corp KCC / SUSTAINABILITY REPORT 2023  filetype:pdf,3001,1.0,https://5479070.fs1.hubspotusercontent-na1.net/hubfs/5479070/KCC%20Reports%20and%20Presentations/KCC%202023%20Q4%20Report.pdf
DPM.TO,Dundee Precious Metals Inc,SUSTAINABILITY REPORT 2022 ,DPM.TO_FY2022_SUSTAINABILITY REPORT.pdf,2022,Dundee Precious Metals Inc SUSTAINABILITY REPORT 2023  filetype:pdf,3002,1.0,https://dundeeprecious.com/site/assets/files/14816/2022-sustainability-report.pdf
2013.HK,Weimob Inc,"Environmental, Social and Governance Report ","2013.HK_FY2022_Environmental, Social and Governance Report 2022.pdf",2022,"Weimob Inc Environmental, Social and Governance Report 2023  filetype:pdf",3003,1.0,https://www1.hkexnews.hk/listedco/listconews/sehk/2023/0428/2023042801023.pdf
FBK.N,FB Financial Corp,Financial Corporation | 2022 CORPORATE RESPONSIBILITY REPORT ,FBK.N_FY2022_2022 CORPORATE RESPONSIBILITY REPORT.pdf,2022,FB Financial Corp Financial Corporation |  CORPORATE RESPONSIBILITY REPORT 2023  filetype:pdf,3004,1.0,https://sustainability.fb.com/asset/2023-sustainability-report/
PTVE.OQ,Pactiv Evergreen Inc,Packaging a Better Future ,PTVE.OQ_FY2022_ESG Report.pdf,2022,Pactiv Evergreen Inc Packaging a Better Future 2023  filetype:pdf,3005,1.0,https://pactivevergreen.com/assets/ee/5e/ee5e182f-df16-43f8-a891-115ee1d2590d/Pactiv%20Evergreen%202021-2022%20ESG%20Report.pdf
IMG.TO,IAMGOLD Corp,IAMGOLD Corporation 2022 Sustainability Report ,IMG.TO_FY2022_SUSTAINABILITY REPORT.pdf,2022,IAMGOLD Corp IAMGOLD Corporation  Sustainability Report 2023  filetype:pdf,3006,1.0,https://s202.q4cdn.com/468687163/files/doc_news/2024/05_May/IAG240515_2023-Sustainability-Report_v0-3.pdf
004000.KS,Lotte Fine Chemical Co Ltd,SUSTAINABILITY ,004000.KS_FY2022_Sustainability Report.pdf,2022,Lotte Fine Chemical Co Ltd SUSTAINABILITY 2023  filetype:pdf,3007,1.0,https://www.lottefinechem.com/v1/download/LFC_2022_Sustainability_Report_ENG.pdf
CTS.N,CTS Corp,CTS CORPORATION 2022 ESG REPORT ,CTS.N_FY2022_ESG Report.pdf,2022,CTS Corp CTS CORPORATION  ESG REPORT 2023  filetype:pdf,3008,1.0,https://s29.q4cdn.com/203066540/files/doc_downloads/2023/CTS-Corporation-2023-10-K-with-DO-List-final-print-copy-3-31-23.pdf
LNZA.OQ,Lanzatech Global Inc,Annual Report ,LNZA.OQ_FY2022_Annual Report.pdf,2022,Lanzatech Global Inc Annual Report 2023  filetype:pdf,3009,1.0,https://ir.lanzatech.com/static-files/23371798-3aec-460e-9c2b-2b2d7c2fa535
6088.HK,Foxconn Interconnect Technology Ltd,Hon Hai Sustainability Report ,6088.HK_FY2022_SUSTAINABILITY REPORT.pdf,2022,Foxconn Interconnect Technology Ltd Hon Hai Sustainability Report 2023  filetype:pdf,3010,1.0,https://www1.hkexnews.hk/listedco/listconews/sehk/2024/0430/2024043002198.pdf
SYBT.OQ,Stock Yards Bancorp Inc,2022 CORPORATE RESPONSIBILITY REPORT ,SYBT.OQ_FY2022_2022 Corporate Sustainability Report.pdf,2022,Stock Yards Bancorp Inc CORPORATE RESPONSIBILITY REPORT 2023  filetype:pdf,3011,1.0,https://materials.proxyvote.com/Approved/861025/20240301/AR_562638.PDF
267270.KS,HD Hyundai Construction Equipment Co Ltd,2022 Integrated Report ,267270.KS_FY2022_Integrated report .pdf,2022,HD Hyundai Construction Equipment Co Ltd Integrated Report 2023  filetype:pdf,3012,1.0,https://esg.hd.com/upload/admin/report/1702262875349/2022_HD%20Hyundai%20Infracore_Integrated%20Report(Issued%20in%202023).pdf
AMPL.OQ,Amplitude Inc,"2023 Diversity, Equity, and Inclusion Report ","AMPL.OQ_FY2022_2023 Diversity, Equity, and Inclusion Report.pdf",2022,"Amplitude Inc Diversity, Equity, and Inclusion Report 2024  filetype:pdf",3013,1.0,https://investors.amplitude.com/static-files/a992664c-7cd9-4932-b7da-7f1c2c3aaf1b
MAPA.JK,MAP Aktif Adiperkasa Tbk PT,2022 Sustainability Report ,MAPA.JK_FY2022_Sustainability Report.pdf,2022,MAP Aktif Adiperkasa Tbk PT Sustainability Report 2023  filetype:pdf,3014,1.0,https://www.map.co.id/wp-content/uploads/2023/05/SR-MAPI-2022-for-OJK-IDX-020523.pdf
CLMT.OQ,Calumet Specialty Products Partners LP,SUSTAINABILITY HIGHLIGHTS ,CLMT.OQ_FY2022_SUSTAINABILITY HIGHLIGHTS.pdf,2022,Calumet Specialty Products Partners LP SUSTAINABILITY HIGHLIGHTS 2023  filetype:pdf,3015,1.0,https://calumetspecialty.investorroom.com/image/3Q+2023+Earnings+Slide+Deck+vFINAL.pdf
PROTCT.OL,Protector Forsikring ASA,SUSTAINABILITY REPORT ,PROTCT.OL_FY2022_SUSTAINABILITY REPORT.pdf,2022,Protector Forsikring ASA SUSTAINABILITY REPORT 2023  filetype:pdf,3016,1.0,https://protectorforsakring.se/getfile.php/137704-1710486719/Documents/Sustainability/Corporate%20Sustainability%20Report%202023.pdf
ESRT.N,Empire State Realty Trust Inc,EMPIRE STATE REALTY TRUST: 2022 SUSTAINABILITY REPORT ,ESRT.N_FY2022_SUSTAINABILITY REPORT.pdf,2022,Empire State Realty Trust Inc EMPIRE STATE REALTY TRUST:  SUSTAINABILITY REPORT 2023  filetype:pdf,3017,1.0,https://www.esrtreit.com/wp-content/uploads/ESRT_ESG.pdf
KOMN.S,Komax Holding AG,Komax Group Annual Report 2022 ,KOMN.S_FY2022_Annual Report.pdf,2022,Komax Holding AG Komax Group Annual Report 2023  filetype:pdf,3018,1.0,https://ar.komaxgroup.com/fileadmin/user_upload/redakteure/gb2021/downloadcenter/en/Komax-GB2021-EN-Info-Investoren.pdf
HNI.N,HNI Corp,2022 HNI Corporate Social Responsibility Report ,HNI.N_FY2022_Corporate Social Responsibility Report.pdf,2022,HNI Corp HNI Corporate Social Responsibility Report 2023  filetype:pdf,3019,1.0,https://annualreport.stocklight.com/nyse/hni/23678564.pdf
SIPFc.AS,Eurocommercial Properties NV,ESG update report 2022 ,SIPFc.AS_FY2022_ESG Update Report.pdf,2022,Eurocommercial Properties NV ESG update report 2023  filetype:pdf,3020,1.0,https://www.eurocommercialproperties.com/assets/uploads/documents/ESG-update-report-2022.pdf
REDU.OQ,NaaS Technology Inc,"2022 Environmental, Social and Governance Report ","REDU.OQ_FY2022_Environmental, Social and Governance Report.pdf",2022,"NaaS Technology Inc Environmental, Social and Governance Report 2023  filetype:pdf",3021,1.0,https://ir.enaas.com/static-files/cf0f6933-459e-4244-8bc1-76d5ad039e82
ARIS.MI,Ariston Holding NV,2022 Company Report ,ARIS.MI_FY2022_Sustainability Report.pdf,2022,Ariston Holding NV Company Report 2023  filetype:pdf,3022,1.0,https://investor.aristongroup.com/content/dam/aristoninvestors/documents/reports/Ariston%20Group_FY2023_Annual%20Report.pdf
OEC.N,Orion SA,SUSTAINABILITY REPORT ,OEC.N_FY2022_SUSTAINABILITY REPORT.pdf,2022,Orion SA SUSTAINABILITY REPORT 2023  filetype:pdf,3023,1.0,https://s202.q4cdn.com/321217073/files/doc_downloads/sustainability/2023/07/25/Orion-2022-Sustainability-Report.pdf
VECO.OQ,Veeco Instruments Inc,Veeco Sustainability Report ,VECO.OQ_FY2022_Corporate Sustainability Report 2023.pdf,2022,Veeco Instruments Inc Veeco Sustainability Report 2023  filetype:pdf,3024,1.0,https://www.veeco.com/wp-content/uploads/2023/03/Veeco-Sustainability-Report-2023.pdf
3005.TW,Getac Holdings Corp,2022 Sustainability Report ,3005.TW_FY2022_Sustainability Report.pdf,2022,Getac Holdings Corp Sustainability Report 2023  filetype:pdf,3025,1.0,https://www.getac.com/uploads/2023/11/2022-GetacCSR_Full-Report.pdf
BETSb.ST,Betsson AB,B E T S S O N A N N U A L A N D S U S T A I N A B I L I T Y R E P O R T 2 0 2 2 ,BETSb.ST_FY2022_Annual and sustainability report.pdf,2022,Betsson AB B E T S S O N A N N U A L A N D S U S T A I N A B I L I T Y R E P O R T 2 0 2 2 2023  filetype:pdf,3026,,
YDUQ3.SA,YDUQS Participacoes SA,2022 ANNUAL SUSTAINABILITY REPORT ,YDUQ3.SA_FY2022_Annual Sustainability Report.pdf,2022,YDUQS Participacoes SA ANNUAL SUSTAINABILITY REPORT 2023  filetype:pdf,3027,1.0,https://www.yduqs.com.br/Download.aspx?Arquivo=wBRCMyGOEvNn9lenGEJhlA==
IRBT.OQ,iRobot Corp,2022 CSR Report ,IRBT.OQ_FY2022_CSR Report.pdf,2022,iRobot Corp CSR Report 2023  filetype:pdf,3028,1.0,https://investor.irobot.com/static-files/db9d52cb-abe5-4003-bf74-ccb41a8b5d3e
BLDP.TO,Ballard Power Systems Inc,Ballard Power Systems | 2022 ESG Report ,"BLDP.TO_FY2022_Environmental, Social and Governance (ESG) Report.pdf",2022,Ballard Power Systems Inc Ballard Power Systems |  ESG Report 2023  filetype:pdf,3029,1.0,https://www.ballard.com/docs/default-source/financial-reports/2024/ballard-2023-annual-report.pdf?sfvrsn=567ad980_4
COGN3.SA,Cogna Educacao SA,cog Na EDUcAGAO 2022 sustainability report ,COGN3.SA_FY2022_sustainability report.pdf,2022,Cogna Educacao SA cog Na EDUcAGAO  sustainability report 2023  filetype:pdf,3030,1.0,https://esg.cogna.com.br/wp-content/uploads/2023/07/Cogna_SR_2022-EN_v2.pdf
BCH.BK,Bangkok Chain Hospital PCL,Sustainability Report 2022 ,BCH.BK_FY2022_Sustainability Report.pdf,2022,Bangkok Chain Hospital PCL Sustainability Report 2023  filetype:pdf,3031,1.0,https://bdms.listedcompany.com/misc/sd-report/20240305-bdms-sdreport2023-en.pdf
1675.HK,AsiaInfo Technologies Ltd,"ENVIRONMENTAL, SOCIAL AND GOVERNANCE REPORT ",1675.HK_FY2022_2022 ESG Report.pdf,2022,"AsiaInfo Technologies Ltd ENVIRONMENTAL, SOCIAL AND GOVERNANCE REPORT 2023  filetype:pdf",3032,1.0,https://doc.irasia.com/listco/hk/asiainfo/annual/2023/res.pdf
6960.T,Fukuda Denshi Co Ltd,第 7 5 期 報 告 書 ,6960.T_FY2022_Report 2022.pdf,2022,Fukuda Denshi Co Ltd 第 7 5 期 報 告 書 2023  filetype:pdf,3033,1.0,https://www.fukuda.co.jp/ir/data/pdf/2023_4.pdf
BRSR6.SA,Banco do Estado do Rio Grande do Sul SA,Sustainability Report | 2022 ,BRSR6.SA_FY2022_Sustainbility Report 2022.pdf,2022,Banco do Estado do Rio Grande do Sul SA Sustainability Report | 2023  filetype:pdf,3034,1.0,https://www.banrisul.com.br/bob/download/Banrisul-Sustaintability-Report-2021-EN.pdf
2726.T,PAL Group Holdings Co Ltd,"PAL Holdings, Inc. 2022 Sustainability Report ",2726.T_FY2022_2022 SUSTAINABILITY REPORT.pdf,2022,"PAL Group Holdings Co Ltd PAL Holdings, Inc.  Sustainability Report 2023  filetype:pdf",3035,1.0,https://phi.com.ph/wp-content/uploads/bsk-pdf-manager/2024/04/The-heart-of-the-Filipino-PHI-2023-Sustainability-Report.pdf
TWO.N,Two Harbors Investment Corp,TWO HARBORS INVESTMENT CORP. 2022 ANNUAL REPORT ,TWO.N_FY2022_2022 Annual Report.pdf,2022,Two Harbors Investment Corp TWO HARBORS INVESTMENT CORP.  ANNUAL REPORT 2023  filetype:pdf,3036,1.0,https://www.twoharborsinvestment.com/investors/sec-filings/all-sec-filings/content/0001465740-24-000076/0001465740-24-000076.pdf
POLYP.L,Polymetal International PLC,Integrated Annual Report 2022 ,POLYP.L_FY2022_Intergrated Annual Report 2022.pdf,2022,Polymetal International PLC Integrated Annual Report 2023  filetype:pdf,3037,1.0,https://www.polymetalinternational.com/upload/ib/1/24-04-19/Polymetal_integrated-report-2023-eng.pdf
175330.KS,JB Financial Group Co Ltd,JB Financial Group 2022 Integrated Report ,175330.KS_FY2022_2022 JB Finacial Group Report .pdf,2022,JB Financial Group Co Ltd JB Financial Group  Integrated Report 2023  filetype:pdf,3038,1.0,https://www.jbfg.com/cmm/fms/FileDown.do?atchFileId=FILE_000000000002683&fileSeq=0
AIV.N,Apartment Investment and Management Co,2023 CORPORATE RESPONSIBILITY REPORT ,AIV.N_FY2022_2023 CORPORATE RESPONSIBILITY REPORT.pdf,2022,Apartment Investment and Management Co CORPORATE RESPONSIBILITY REPORT 2024  filetype:pdf,3039,1.0,https://csrreportbuilder.intel.com/pdfbuilder/pdfs/CSR-2023-24-Executive-Summary.pdf
FMTY14.MX,Fibra Mty SAPI de CV,2022 Sustainability Report ,FMTY14.MX_FY2022_Sustainbility Report 2022.pdf,2022,Fibra Mty SAPI de CV Sustainability Report 2023  filetype:pdf,3040,1.0,https://investorcloud.s3.amazonaws.com/fibramty/Descargables/sustentabilidad/2023-10-13-ESG-2022-EN.pdf
FBNC.OQ,First Bancorp (North Carolina),2022 ANNUAL REPORT ,FBNC.OQ_FY2022_Annual Report 2022.pdf,2022,First Bancorp (North Carolina) ANNUAL REPORT 2023  filetype:pdf,3041,1.0,https://s29.q4cdn.com/441681683/files/doc_financials/2023/Annual-Report-2023.pdf
000120.KS,CJ Logistics Corp,CJ LOGISTICS SUSTAINABILITY REPORT 2022 ,000120.KS_FY2022_Sustainbility Report 2022.pdf,2022,CJ Logistics Corp CJ LOGISTICS SUSTAINABILITY REPORT 2023  filetype:pdf,3042,1.0,https://cjselecta.com.br/wp-content/uploads/filr/3175/RS_2023_07_31_CJ_ing.pdf
1070.HK,TCL Electronics Holdings Ltd,2022 SUSTAINABILITY REPORT ,1070.HK_FY2022_2022 SUSTAINABILITY REPORT.pdf,2022,TCL Electronics Holdings Ltd SUSTAINABILITY REPORT 2023  filetype:pdf,3043,1.0,https://doc.irasia.com/listco/hk/tclelectronics/annual/2023/esr.pdf
LPRO.OQ,Open Lending Corp,2022 Annual Report ,LPRO.OQ_FY2022_2022 Annual Report.pdf,2022,Open Lending Corp Annual Report 2023  filetype:pdf,3044,1.0,https://investors.openlending.com/node/9061/pdf
KEN.N,Kenon Holdings Ltd,"Kenon Holdings Environmental, Social & Governance Report 2023 ",KEN.N_FY2022_ESG 2023.pdf,2022,"Kenon Holdings Ltd Kenon Holdings Environmental, Social & Governance Report 2024  filetype:pdf",3045,1.0,https://mayafiles.tase.co.il/rpdf/1520001-1521000/P1520493-00.pdf
RECV3.SA,Petroreconcavo SA,SUSTAINABILITY Report 2022 ,RECV3.SA_FY2022_Sustainability Report 2022.pdf,2022,Petroreconcavo SA SUSTAINABILITY Report 2023  filetype:pdf,3046,1.0,https://storage.mfn.se/ad92c6a1-00d5-4f3b-a60c-bea5af80d938/seacrest-petroleo-annual-report-2023.pdf
BIKA.NS,Bikaji Foods International Ltd,ANNUAL REPORT ,BIKA.NS_FY2022_Annual Report 2021-22.pdf,2022,Bikaji Foods International Ltd ANNUAL REPORT 2023  filetype:pdf,3047,1.0,https://www.bikaji.com/pub/media/Bikaji-Annual-Report-2022-23.pdf
TXG.TO,Torex Gold Resources Inc,2022 RESPONSIBLE GOLD MINING REPORT ,TXG.TO_FY2022_2022 RESPONSIBLE GOLD MINING REPORT.pdf,2022,Torex Gold Resources Inc RESPONSIBLE GOLD MINING REPORT 2023  filetype:pdf,3048,1.0,https://gambusinoprospector.com/wp-content/uploads/2024/05/2024-05-21_torex-releases-2023-responsible-gold-mining-report.pdf
0819.HK,Tianneng Power International Ltd,TIANNENG POWER INTERNATIONAL LIMITED ,"0819.HK_FY2022_2022 Environmental, Social and Governance Report.pdf",2022,Tianneng Power International Ltd TIANNENG POWER INTERNATIONAL LIMITED 2023  filetype:pdf,3049,1.0,https://www1.hkexnews.hk/listedco/listconews/sehk/2024/0328/2024032802834.pdf
002075.SZ,Jiangsu Shagang Co Ltd,Beijing Shougang Co. Ltd Annual Report 2022 ,002075.SZ_FY2022_2022 Annual Report.pdf,2022,Jiangsu Shagang Co Ltd Beijing Shougang Co. Ltd Annual Report 2023  filetype:pdf,3050,1.0,https://fund-docs.vanguard.com/etf-annual-report.pdf
7730.T,Mani Inc,Integrated Report 2022 ,7730.T_FY2022_Integrated Report 2022.pdf,2022,Mani Inc Integrated Report 2023  filetype:pdf,3051,1.0,https://www.mani.co.jp/en/pdf/MANI-IR2021_E.pdf
BANK.JK,Bank Aladin Syariah Tbk PT,Laporan Keberlanjutan ,BANK.JK_FY2022_2022 Sustainability Report.pdf,2022,Bank Aladin Syariah Tbk PT Laporan Keberlanjutan 2023  filetype:pdf,3052,1.0,https://aladinbank.id/uploads/2024/04/SR-BANK-ALADIN-SYARIAH-2023.pdf
BPP.BK,Banpu Power PCL,SUSTAINABILITY REPORT 2022 ,BPP.BK_FY2022_Sustainbility Report 2022.pdf,2022,Banpu Power PCL SUSTAINABILITY REPORT 2023  filetype:pdf,3053,1.0,https://www.banpupower.com/wp-content/uploads/2024/03/BPP-SD-Report-2023_EN-Final.pdf
VERV.OQ,Verve Therapeutics Inc,2022 ANNUAL REPORT ,VERV.OQ_FY2022_2022 ANNUAL REPORT.pdf,2022,Verve Therapeutics Inc ANNUAL REPORT 2023  filetype:pdf,3054,1.0,https://ir.vervetx.com/node/8451/pdf
CEMI.MI,Cementir Holding NV,SUSTAINABILITY REPORT 2022 ,CEMI.MI_FY2022_Sustainbility Report 2022.pdf,2022,Cementir Holding NV SUSTAINABILITY REPORT 2023  filetype:pdf,3055,1.0,https://www.cementirholding.com/sites/default/files/documenti/2023-04/Sostenibilita%CC%80%202022%20-%20ING_WEB.pdf
BOURSA.KW,Boursa Kuwait Securities Company KPSC,Boursa Kuwait — 2022 Sustainability Report ,BOURSA.KW_FY2022_2022 Sustainbility Report .pdf,2022,Boursa Kuwait Securities Company KPSC Boursa Kuwait —  Sustainability Report 2023  filetype:pdf,3056,1.0,https://docs.boursakuwait.com.kw/NewsPDF/413_NEWS_2024_E_732024874290.pdf
6116.TW,Hannstar Display Corp,2022 HannStar Sustainable Report ,6116.TW_FY2022_2022 Sustainbility Report .pdf,2022,Hannstar Display Corp HannStar Sustainable Report 2023  filetype:pdf,3057,1.0,https://media.hannstar.com/Image/hannstar/document360/sustainability/report/en/Hannstar_2022ESG_en_Overview.pdf
CMRE.N,Costamare Inc,2022 ANNUAL REPORT ,CMRE.N_FY2022_2022 Annual Report.pdf,2022,Costamare Inc ANNUAL REPORT 2023  filetype:pdf,3058,1.0,https://www.costamare.com/images/news/CMRE_2023_Annual_report_availability.pdf
0034.HK,Kowloon Development Co Ltd,KOWLOON DEVELOPMENT COMPANY LIMITED ,0034.HK_FY2022_ESG 2022.pdf,2022,Kowloon Development Co Ltd KOWLOON DEVELOPMENT COMPANY LIMITED 2023  filetype:pdf,3059,1.0,https://www.kdc.com.hk/files/news/585/E-Ann-2023%200818%20(Final).pdf
DOLE.N,Dole PLC,Dole plc Sustainability Report 2022 ,DOLE.N_FY2022_Sustainbility Report 2022.pdf,2022,Dole PLC Dole plc Sustainability Report 2023  filetype:pdf,3060,1.0,https://doleireland.com/uploads/banners/Carbon-Reduction-Plan-2023.pdf
TWST.OQ,Twist Bioscience Corp,2023 ESG REPORT ,TWST.OQ_FY2022_2023 ESG Report.pdf,2022,Twist Bioscience Corp ESG REPORT 2024  filetype:pdf,3061,1.0,https://investors.twistbioscience.com/static-files/f7e53024-2275-431c-995f-83a89cf5a8e4
RLC.PS,Robinsons Land Corp,Robinsons Land Corporation 2022 Sustainability Report ,RLC.PS_FY2022_2022 Sustainbility Report .pdf,2022,Robinsons Land Corp Robinsons Land Corporation  Sustainability Report 2023  filetype:pdf,3062,1.0,https://robinsonsland.com/sites/default/files/2023-05/2022%20RLC%20SR%20v2.pdf
ARVN.OQ,Arvinas Inc,2022 Annual Report ,ARVN.OQ_FY2022_2022 Annual Report.pdf,2022,Arvinas Inc Annual Report 2023  filetype:pdf,3063,1.0,https://ir.arvinas.com/node/10381/pdf
EKGYO.IS,Emlak Konut Gayrimenkul Yatirim Ortakligi AS,SUSTAINABILITY ,EKGYO.IS_FY2022_Sustainability Report 2022.pdf,2022,Emlak Konut Gayrimenkul Yatirim Ortakligi AS SUSTAINABILITY 2023  filetype:pdf,3064,1.0,https://www.emlakkonut.com.tr/_Assets/Upload/Images/file/surdurulebilirlikraporu/SustainabilityReport_2021.pdf
BFT.WA,Benefit Systems SA,Benefit Systems Group non-financial report 2022 ,BFT.WA_FY2022_2022 Benefit Systems Group non-financial report .pdf,2022,Benefit Systems SA Benefit Systems Group non-financial report 2023  filetype:pdf,3065,1.0,https://corp.benefitsystems.pl/fileadmin/benefitsystems/csr/Raporty_niefinansowe/Benefit_Systems_Group_Non-financial_Report_2022.pdf
HYQGn.DE,Hypoport SE,Hypoport SE non-financial report ,HYQGn.DE_FY2022_ESG Report 2022.pdf,2022,Hypoport SE Hypoport SE non-financial report 2023  filetype:pdf,3066,1.0,https://www.hypoport.com/hypoport/uploads/2024/03/CSR-Bericht_2023_ENG_Final.pdf
8086.T,Nipro Corp,NIPRO Annual Report ,8086.T_FY2022_Annual Report 2022.pdf,2022,Nipro Corp NIPRO Annual Report 2023  filetype:pdf,3067,1.0,https://www.nipro.co.jp/en/assets/document/ir_library/69th/annual_report.pdf
PANDXb.ST,Pandox AB,P A N D O X A N N U A L R E P O R T 2 0 2 2 ,PANDXb.ST_FY2022_Annual Report 2022.pdf,2022,Pandox AB P A N D O X A N N U A L R E P O R T 2 0 2 2 2023  filetype:pdf,3068,1.0,https://www.pandox.se/files/Main/3642/3924535/year-end-report-januarydecember-2023-pdf.pdf
AWE.L,Alphawave IP Group PLC,Alphawave IP Group plc Annual report and financial statements 2022 ,AWE.L_FY2022_Annual Report 2022.pdf,2022,Alphawave IP Group PLC Alphawave IP Group plc Annual report and financial statements 2023  filetype:pdf,3069,1.0,https://awavesemi.com/wp-content/uploads/2024/04/FY-2023-Results-23.04.24.pdf
HLF.N,Herbalife Ltd,Herbalife 2021-2022 Global Sustainability Report ,HLF.N_FY2022_Sustainability Report 2021-2022.pdf,2022,Herbalife Ltd Herbalife - Global Sustainability Report 2022  filetype:pdf,3070,1.0,https://d1io3yog0oux5.cloudfront.net/_8d5904abe2db0422bf5d2a18683f9d82/herbalife/files/pages/herbalife/db/1152/description/Herbalife_2021-2022_GSR_ADA.pdf
DIMRI.TA,YH Dimri Construction and Development Ltd,W10 & TDI nnona Twi jitnan ,DIMRI.TA_FY2022_2022 Annual Report.pdf,2022,YH Dimri Construction and Development Ltd W10 & TDI nnona Twi jitnan 2023  filetype:pdf,3071,,
HLX.N,Helix Energy Solutions Group Inc,2022 Annual Report ,HLX.N_FY2022_Annual Report 2022.pdf,2022,Helix Energy Solutions Group Inc Annual Report 2023  filetype:pdf,3072,1.0,https://helixenergysolutionsgroupinc.gcs-web.com/static-files/cf917d2b-8c41-4a54-af96-db93c378a3fa
AAT.N,American Assets Trust Inc,2022 SUSTAINABILIT Y REPORT ,AAT.N_FY2022_2022 SUSTAINABILITY REPORT.pdf,2022,American Assets Trust Inc SUSTAINABILIT Y REPORT 2023  filetype:pdf,3073,1.0,https://www.americanassetstrust.com/images/uploads/AAT/sustainability/Corporate_Sustainability_Policy_-_December_31_2023.pdf
UPWK.OQ,Upwork Inc,2022 IMPACT REPORT ,UPWK.OQ_FY2022_Impact Report 2022.pdf,2022,Upwork Inc IMPACT REPORT 2023  filetype:pdf,3074,1.0,https://www.upwork.com/mc/documents/2023-impact-report.pdf
CRT_u.TO,CT Real Estate Investment Trust,"CT REIT 2022 Environmental, Social and Governance Report ",CRT_u.TO_FY2022_2022 ESG Report.pdf,2022,"CT Real Estate Investment Trust CT REIT  Environmental, Social and Governance Report 2023  filetype:pdf",3075,1.0,http://q4live.s22.clientfiles.s3-website-us-east-1.amazonaws.com/762287231/files/doc_downloads/esg/2023/CT-REIT-2022-ESG-Report.pdf
